Month,SIC,Value,Metric,Seasonal Adjustment,Variable,Estimate,Unit,Marker
2015-03,g-t,0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-04,g-t,0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-05,g-t,-0.08,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-06,g-t,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-07,g-t,-0.07,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-08,g-t,-0.08,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-09,g-t,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-10,g-t,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-11,g-t,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-12,g-t,0.06,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-01,g-t,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-02,g-t,0.07,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-03,g-t,-0.09,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-04,g-t,0.1,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-05,g-t,-0.07,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-06,g-t,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-07,g-t,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-08,g-t,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-09,g-t,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-10,g-t,-0.0,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-11,g-t,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-12,g-t,0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-01,g-t,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-02,g-t,0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-03,g-t,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-04,g-t,-0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-05,g-t,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-06,g-t,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-07,g-t,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-08,g-t,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-09,g-t,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-10,g-t,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-11,g-t,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-12,g-t,0.06,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-01,g-t,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-02,g-t,-0.06,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-03,g-t,0.06,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-04,g-t,0.09,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-05,g-t,0.0,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-06,g-t,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-07,g-t,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-08,g-t,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-09,g-t,-0.07,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-10,g-t,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-11,g-t,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-12,g-t,-0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-01,g-t,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-02,g-t,0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-03,g-t,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-04,g-t,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-05,g-t,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-06,g-t,-0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-07,g-t,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-08,g-t,-0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-09,g-t,0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-10,g-t,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-11,g-t,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-12,g-t,-0.06,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-01,g-t,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-02,g-t,-0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-03,g-t,-0.18,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-04,g-t,-0.19,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-05,g-t,-0.1,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-06,g-t,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-07,g-t,0.06,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-08,g-t,0.08,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-09,g-t,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-10,g-t,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-11,g-t,0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-12,g-t,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-01,g-t,-0.08,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-02,g-t,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-03,g-t,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-04,g-t,0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-05,g-t,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-06,g-t,0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-07,g-t,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-08,g-t,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-09,g-t,0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-10,g-t,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-11,g-t,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2021-12,g-t,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-01,g-t,0.07,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-02,g-t,0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-03,g-t,0.0,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-04,g-t,-0.0,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-05,g-t,0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-06,g-t,-0.07,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-07,g-t,0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-08,g-t,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-09,g-t,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-10,g-t,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-11,g-t,0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2022-12,g-t,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2012-02,a,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2012-03,a,0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2012-04,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2012-05,a,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2012-06,a,-0.07,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2012-07,a,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2012-08,a,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2012-09,a,0.0,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2012-10,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2012-11,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2012-12,a,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-01,a,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-02,a,0.0,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-03,a,0.0,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-04,a,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-05,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-06,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-07,a,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-08,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-09,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-10,a,0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-11,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2013-12,a,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-01,a,-0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-02,a,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-03,a,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-04,a,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-05,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-06,a,-0.09,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-07,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-08,a,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-09,a,-0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-10,a,-0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-11,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2014-12,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-01,a,-0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-02,a,-0.07,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-03,a,-0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-04,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-05,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-06,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-07,a,0.0,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-08,a,-0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-09,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-10,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-11,a,0.06,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2015-12,a,-0.32,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-01,a,0.32,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-02,a,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-03,a,-0.15,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-04,a,0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-05,a,-0.07,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-06,a,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-07,a,-0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-08,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-09,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-10,a,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-11,a,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2016-12,a,-0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-01,a,0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-02,a,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-03,a,0.0,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-04,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-05,a,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-06,a,0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-07,a,-0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-08,a,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-09,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-10,a,-0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-11,a,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2017-12,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-01,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-02,a,-0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-03,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-04,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-05,a,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-06,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-07,a,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-08,a,0.0,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-09,a,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-10,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-11,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2018-12,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-01,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-02,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-03,a,0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-04,a,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-05,a,-0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-06,a,-0.07,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-07,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-08,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-09,a,0.0,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-10,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-11,a,-0.03,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2019-12,a,-0.06,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-01,a,0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-02,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-03,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-04,a,-0.1,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-05,a,0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-06,a,0.04,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-07,a,-0.02,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-08,a,-0.05,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-09,a,-0.08,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-10,a,0.07,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-11,a,-0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
2020-12,a,0.01,turnover-current-prices,sa,diffusion-index-month-on-month,day7,unitless,
